sample	sample_supplier_name	sample_donor_id	sample_accession_number	study_accession_number	sample_common_name	md5	id_run	lane	is_paired_read	tag_index	library_id	total_reads	study_id	study_title	reference	library_type	cram	cram_irods_location	ca_metrics_file	art_oxH
6590STDY10735008	PD53330a	PD53330a	NA	EGAS00001005663	Homo sapiens	edf28b4ae47bb120c958936168ca5cf5	41760	1	1	2	23446185	44707156	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#2.cram	/seq/illumina/runs/41/41760/lane1/plex2/41760_1#2.cram	/seq/illumina/runs/41/41760/lane1/plex2/41760_1#2.substitution_metrics.txt	0.59
6590STDY10735008	PD53330a	PD53330a	NA	EGAS00001005663	Homo sapiens	65cb2e249b23b17af0453ea4c97746cc	41760	2	1	2	23446185	44339408	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#2.cram	/seq/illumina/runs/41/41760/lane2/plex2/41760_2#2.cram	/seq/illumina/runs/41/41760/lane2/plex2/41760_2#2.substitution_metrics.txt	0.59
6590STDY10735008	PD53330a	PD53330a	NA	EGAS00001005663	Homo sapiens	48d4155344d3eb05d97b0ae11b09f2eb	41760	3	1	2	23446185	42565170	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#2.cram	/seq/illumina/runs/41/41760/lane3/plex2/41760_3#2.cram	/seq/illumina/runs/41/41760/lane3/plex2/41760_3#2.substitution_metrics.txt	0.6
6590STDY10735008	PD53330a	PD53330a	NA	EGAS00001005663	Homo sapiens	b8206dc970daddba6ce08401d5893130	41760	4	1	2	23446185	41464622	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#2.cram	/seq/illumina/runs/41/41760/lane4/plex2/41760_4#2.cram	/seq/illumina/runs/41/41760/lane4/plex2/41760_4#2.substitution_metrics.txt	0.6
6590STDY10735092	PD53330b	PD53330b	NA	EGAS00001005663	Homo sapiens	717f4cfd4ccd5e11355235a64894e99e	41760	1	1	41	50889439	56403854	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#41.cram	/seq/illumina/runs/41/41760/lane1/plex41/41760_1#41.cram	/seq/illumina/runs/41/41760/lane1/plex41/41760_1#41.substitution_metrics.txt	0.78
6590STDY10735092	PD53330b	PD53330b	NA	EGAS00001005663	Homo sapiens	3df62db77f06527a23ebb6934bb520ce	41760	2	1	41	50889439	56239466	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#41.cram	/seq/illumina/runs/41/41760/lane2/plex41/41760_2#41.cram	/seq/illumina/runs/41/41760/lane2/plex41/41760_2#41.substitution_metrics.txt	0.78
6590STDY10735092	PD53330b	PD53330b	NA	EGAS00001005663	Homo sapiens	2b84b43e55ae62eafaea368f8b1dfe9b	41760	3	1	41	50889439	54977052	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#41.cram	/seq/illumina/runs/41/41760/lane3/plex41/41760_3#41.cram	/seq/illumina/runs/41/41760/lane3/plex41/41760_3#41.substitution_metrics.txt	0.8
6590STDY10735092	PD53330b	PD53330b	NA	EGAS00001005663	Homo sapiens	5b8391393ba64c260d3205454c84297c	41760	4	1	41	50889439	54137088	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#41.cram	/seq/illumina/runs/41/41760/lane4/plex41/41760_4#41.cram	/seq/illumina/runs/41/41760/lane4/plex41/41760_4#41.substitution_metrics.txt	0.8
6590STDY10735044	PD53330c	PD53330c	NA	EGAS00001005663	Homo sapiens	2ef3d868c9b1379fcd8371d2b0b5035c	41760	1	1	74	23446237	41984178	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#74.cram	/seq/illumina/runs/41/41760/lane1/plex74/41760_1#74.cram	/seq/illumina/runs/41/41760/lane1/plex74/41760_1#74.substitution_metrics.txt	0.73
6590STDY10735044	PD53330c	PD53330c	NA	EGAS00001005663	Homo sapiens	13d79870e36fd932e520c7d0cb0f2a5c	41760	2	1	74	23446237	42077522	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#74.cram	/seq/illumina/runs/41/41760/lane2/plex74/41760_2#74.cram	/seq/illumina/runs/41/41760/lane2/plex74/41760_2#74.substitution_metrics.txt	0.73
6590STDY10735044	PD53330c	PD53330c	NA	EGAS00001005663	Homo sapiens	451218f5a29a73892135380bd1ce66a4	41760	3	1	74	23446237	40641432	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#74.cram	/seq/illumina/runs/41/41760/lane3/plex74/41760_3#74.cram	/seq/illumina/runs/41/41760/lane3/plex74/41760_3#74.substitution_metrics.txt	0.75
6590STDY10735044	PD53330c	PD53330c	NA	EGAS00001005663	Homo sapiens	2967d0359b6a156a45412e70ad9b60b4	41760	4	1	74	23446237	39780158	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#74.cram	/seq/illumina/runs/41/41760/lane4/plex74/41760_4#74.cram	/seq/illumina/runs/41/41760/lane4/plex74/41760_4#74.substitution_metrics.txt	0.76
6590STDY10735045	PD53331a	PD53331a	NA	EGAS00001005663	Homo sapiens	5e2d5371105aba3d3c73156406836dba	41760	1	1	76	23446249	57490198	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#76.cram	/seq/illumina/runs/41/41760/lane1/plex76/41760_1#76.cram	/seq/illumina/runs/41/41760/lane1/plex76/41760_1#76.substitution_metrics.txt	0.68
6590STDY10735045	PD53331a	PD53331a	NA	EGAS00001005663	Homo sapiens	f4bc4fd851800d8b767759fb0159720d	41760	2	1	76	23446249	57372464	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#76.cram	/seq/illumina/runs/41/41760/lane2/plex76/41760_2#76.cram	/seq/illumina/runs/41/41760/lane2/plex76/41760_2#76.substitution_metrics.txt	0.67
6590STDY10735045	PD53331a	PD53331a	NA	EGAS00001005663	Homo sapiens	498d52f6f85a370593799fa0643305be	41760	3	1	76	23446249	55842090	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#76.cram	/seq/illumina/runs/41/41760/lane3/plex76/41760_3#76.cram	/seq/illumina/runs/41/41760/lane3/plex76/41760_3#76.substitution_metrics.txt	0.7
6590STDY10735045	PD53331a	PD53331a	NA	EGAS00001005663	Homo sapiens	a37ba174749cab87d0de93319e75e561	41760	4	1	76	23446249	55024278	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#76.cram	/seq/illumina/runs/41/41760/lane4/plex76/41760_4#76.cram	/seq/illumina/runs/41/41760/lane4/plex76/41760_4#76.substitution_metrics.txt	0.7
6590STDY10735093	PD53331b	PD53331b	NA	EGAS00001005663	Homo sapiens	fe50371a2eeea9ea1498ac3d6bd09e81	41760	1	1	43	50889451	45199558	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#43.cram	/seq/illumina/runs/41/41760/lane1/plex43/41760_1#43.cram	/seq/illumina/runs/41/41760/lane1/plex43/41760_1#43.substitution_metrics.txt	0.74
6590STDY10735093	PD53331b	PD53331b	NA	EGAS00001005663	Homo sapiens	59e564d63d4920393ccad11d05e3cfd5	41760	2	1	43	50889451	45171542	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#43.cram	/seq/illumina/runs/41/41760/lane2/plex43/41760_2#43.cram	/seq/illumina/runs/41/41760/lane2/plex43/41760_2#43.substitution_metrics.txt	0.74
6590STDY10735093	PD53331b	PD53331b	NA	EGAS00001005663	Homo sapiens	c9c20376b5be67c809d98a5374929ff5	41760	3	1	43	50889451	43716496	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#43.cram	/seq/illumina/runs/41/41760/lane3/plex43/41760_3#43.cram	/seq/illumina/runs/41/41760/lane3/plex43/41760_3#43.substitution_metrics.txt	0.76
6590STDY10735093	PD53331b	PD53331b	NA	EGAS00001005663	Homo sapiens	483f436ada746e3608a8e46b27b45d51	41760	4	1	43	50889451	42845558	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#43.cram	/seq/illumina/runs/41/41760/lane4/plex43/41760_4#43.cram	/seq/illumina/runs/41/41760/lane4/plex43/41760_4#43.substitution_metrics.txt	0.76
6590STDY10735009	PD53332a	PD53332a	NA	EGAS00001005663	Homo sapiens	c7b895fec167113a010cf22233b08a16	41760	1	1	4	23446197	40630880	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#4.cram	/seq/illumina/runs/41/41760/lane1/plex4/41760_1#4.cram	/seq/illumina/runs/41/41760/lane1/plex4/41760_1#4.substitution_metrics.txt	0.58
6590STDY10735009	PD53332a	PD53332a	NA	EGAS00001005663	Homo sapiens	000839fe8442ed69ff90b012be6c75a0	41760	2	1	4	23446197	40585356	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#4.cram	/seq/illumina/runs/41/41760/lane2/plex4/41760_2#4.cram	/seq/illumina/runs/41/41760/lane2/plex4/41760_2#4.substitution_metrics.txt	0.57
6590STDY10735009	PD53332a	PD53332a	NA	EGAS00001005663	Homo sapiens	8b74d43db118d87303a49814f472c090	41760	3	1	4	23446197	39399036	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#4.cram	/seq/illumina/runs/41/41760/lane3/plex4/41760_3#4.cram	/seq/illumina/runs/41/41760/lane3/plex4/41760_3#4.substitution_metrics.txt	0.58
6590STDY10735009	PD53332a	PD53332a	NA	EGAS00001005663	Homo sapiens	dbba7964a9c605d6d2b49bf3dd66298d	41760	4	1	4	23446197	38793238	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#4.cram	/seq/illumina/runs/41/41760/lane4/plex4/41760_4#4.cram	/seq/illumina/runs/41/41760/lane4/plex4/41760_4#4.substitution_metrics.txt	0.59
6590STDY10735094	PD53332b	PD53332b	NA	EGAS00001005663	Homo sapiens	9d861cb1509be19e72e6f8f5544614c9	41760	1	1	45	50889463	47947336	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#45.cram	/seq/illumina/runs/41/41760/lane1/plex45/41760_1#45.cram	/seq/illumina/runs/41/41760/lane1/plex45/41760_1#45.substitution_metrics.txt	0.67
6590STDY10735094	PD53332b	PD53332b	NA	EGAS00001005663	Homo sapiens	f98e91d469a5d5d3124d856aa790aa5a	41760	2	1	45	50889463	47887742	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#45.cram	/seq/illumina/runs/41/41760/lane2/plex45/41760_2#45.cram	/seq/illumina/runs/41/41760/lane2/plex45/41760_2#45.substitution_metrics.txt	0.66
6590STDY10735094	PD53332b	PD53332b	NA	EGAS00001005663	Homo sapiens	6d866edccd1e565888263ada29be3cab	41760	3	1	45	50889463	46298454	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#45.cram	/seq/illumina/runs/41/41760/lane3/plex45/41760_3#45.cram	/seq/illumina/runs/41/41760/lane3/plex45/41760_3#45.substitution_metrics.txt	0.68
6590STDY10735094	PD53332b	PD53332b	NA	EGAS00001005663	Homo sapiens	b19c18fe80769a75308bc520aa6a16bd	41760	4	1	45	50889463	45395320	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#45.cram	/seq/illumina/runs/41/41760/lane4/plex45/41760_4#45.cram	/seq/illumina/runs/41/41760/lane4/plex45/41760_4#45.substitution_metrics.txt	0.69
6590STDY10735028	PD53332c	PD53332c	NA	EGAS00001005663	Homo sapiens	859adf76845cf5cbe4e7b7d85d516e7a	41760	1	1	42	23446235	47935432	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#42.cram	/seq/illumina/runs/41/41760/lane1/plex42/41760_1#42.cram	/seq/illumina/runs/41/41760/lane1/plex42/41760_1#42.substitution_metrics.txt	0.55
6590STDY10735028	PD53332c	PD53332c	NA	EGAS00001005663	Homo sapiens	98f1622653ad4825eab9b1c0cb1ce921	41760	2	1	42	23446235	47838376	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#42.cram	/seq/illumina/runs/41/41760/lane2/plex42/41760_2#42.cram	/seq/illumina/runs/41/41760/lane2/plex42/41760_2#42.substitution_metrics.txt	0.55
6590STDY10735028	PD53332c	PD53332c	NA	EGAS00001005663	Homo sapiens	4b948909101db60b0be5035aacb176dc	41760	3	1	42	23446235	46544958	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#42.cram	/seq/illumina/runs/41/41760/lane3/plex42/41760_3#42.cram	/seq/illumina/runs/41/41760/lane3/plex42/41760_3#42.substitution_metrics.txt	0.56
6590STDY10735028	PD53332c	PD53332c	NA	EGAS00001005663	Homo sapiens	bac4efa5c4aa0a2918c68bc9659780fe	41760	4	1	42	23446235	45973734	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#42.cram	/seq/illumina/runs/41/41760/lane4/plex42/41760_4#42.cram	/seq/illumina/runs/41/41760/lane4/plex42/41760_4#42.substitution_metrics.txt	0.56
6590STDY10735046	PD53332d	PD53332d	NA	EGAS00001005663	Homo sapiens	03e92ec746a0bf242c00d306f4c6f4bb	41760	1	1	78	23446261	55512834	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#78.cram	/seq/illumina/runs/41/41760/lane1/plex78/41760_1#78.cram	/seq/illumina/runs/41/41760/lane1/plex78/41760_1#78.substitution_metrics.txt	0.68
6590STDY10735046	PD53332d	PD53332d	NA	EGAS00001005663	Homo sapiens	b568ec49ff997869295f5eee9b22eda1	41760	2	1	78	23446261	55402180	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#78.cram	/seq/illumina/runs/41/41760/lane2/plex78/41760_2#78.cram	/seq/illumina/runs/41/41760/lane2/plex78/41760_2#78.substitution_metrics.txt	0.68
6590STDY10735046	PD53332d	PD53332d	NA	EGAS00001005663	Homo sapiens	d677423fe00afda15a6e22cdbfd02a7f	41760	3	1	78	23446261	53674006	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#78.cram	/seq/illumina/runs/41/41760/lane3/plex78/41760_3#78.cram	/seq/illumina/runs/41/41760/lane3/plex78/41760_3#78.substitution_metrics.txt	0.7
6590STDY10735046	PD53332d	PD53332d	NA	EGAS00001005663	Homo sapiens	171904668c957022378c8d5590444735	41760	4	1	78	23446261	52707586	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#78.cram	/seq/illumina/runs/41/41760/lane4/plex78/41760_4#78.cram	/seq/illumina/runs/41/41760/lane4/plex78/41760_4#78.substitution_metrics.txt	0.7
6590STDY10735047	PD53332e	PD53332e	NA	EGAS00001005663	Homo sapiens	2a90bfdc2584067b3a23305cde191390	41760	1	1	80	23446273	55420400	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#80.cram	/seq/illumina/runs/41/41760/lane1/plex80/41760_1#80.cram	/seq/illumina/runs/41/41760/lane1/plex80/41760_1#80.substitution_metrics.txt	0.58
6590STDY10735047	PD53332e	PD53332e	NA	EGAS00001005663	Homo sapiens	f913a157d9e9ba1cd82e0b55c7b352dc	41760	2	1	80	23446273	55350378	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#80.cram	/seq/illumina/runs/41/41760/lane2/plex80/41760_2#80.cram	/seq/illumina/runs/41/41760/lane2/plex80/41760_2#80.substitution_metrics.txt	0.58
6590STDY10735047	PD53332e	PD53332e	NA	EGAS00001005663	Homo sapiens	d6d7af4355c11e46597df58f927d5adc	41760	3	1	80	23446273	53762234	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#80.cram	/seq/illumina/runs/41/41760/lane3/plex80/41760_3#80.cram	/seq/illumina/runs/41/41760/lane3/plex80/41760_3#80.substitution_metrics.txt	0.58
6590STDY10735047	PD53332e	PD53332e	NA	EGAS00001005663	Homo sapiens	bf5dfaae62372c2f111526c2c952a6b3	41760	4	1	80	23446273	53009218	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#80.cram	/seq/illumina/runs/41/41760/lane4/plex80/41760_4#80.cram	/seq/illumina/runs/41/41760/lane4/plex80/41760_4#80.substitution_metrics.txt	0.58
6590STDY10735010	PD53333a	PD53333a	NA	EGAS00001005663	Homo sapiens	b3e4a486f98624c812c1461a1e31ad20	41760	1	1	6	23446209	48707078	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#6.cram	/seq/illumina/runs/41/41760/lane1/plex6/41760_1#6.cram	/seq/illumina/runs/41/41760/lane1/plex6/41760_1#6.substitution_metrics.txt	0.73
6590STDY10735010	PD53333a	PD53333a	NA	EGAS00001005663	Homo sapiens	7608b9efa928b95d24527a1238b26c89	41760	2	1	6	23446209	48649556	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#6.cram	/seq/illumina/runs/41/41760/lane2/plex6/41760_2#6.cram	/seq/illumina/runs/41/41760/lane2/plex6/41760_2#6.substitution_metrics.txt	0.72
6590STDY10735010	PD53333a	PD53333a	NA	EGAS00001005663	Homo sapiens	83139e6dee64aac67378f06f6bba3360	41760	3	1	6	23446209	47649660	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#6.cram	/seq/illumina/runs/41/41760/lane3/plex6/41760_3#6.cram	/seq/illumina/runs/41/41760/lane3/plex6/41760_3#6.substitution_metrics.txt	0.74
6590STDY10735010	PD53333a	PD53333a	NA	EGAS00001005663	Homo sapiens	0b80f938477822731a458e2400541e39	41760	4	1	6	23446209	47217810	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_4#6.cram	/seq/illumina/runs/41/41760/lane4/plex6/41760_4#6.cram	/seq/illumina/runs/41/41760/lane4/plex6/41760_4#6.substitution_metrics.txt	0.74
6590STDY10735095	PD53333b	PD53333b	NA	EGAS00001005663	Homo sapiens	eefd4b1df8af95fac3b6b5d07fa1f079	41760	1	1	47	50889475	45620292	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_1#47.cram	/seq/illumina/runs/41/41760/lane1/plex47/41760_1#47.cram	/seq/illumina/runs/41/41760/lane1/plex47/41760_1#47.substitution_metrics.txt	0.72
6590STDY10735095	PD53333b	PD53333b	NA	EGAS00001005663	Homo sapiens	37a21a9e5e6079f7be4a298af19fa3db	41760	2	1	47	50889475	45505152	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_2#47.cram	/seq/illumina/runs/41/41760/lane2/plex47/41760_2#47.cram	/seq/illumina/runs/41/41760/lane2/plex47/41760_2#47.substitution_metrics.txt	0.71
6590STDY10735095	PD53333b	PD53333b	NA	EGAS00001005663	Homo sapiens	68b6cd8bf8bbbcffedd10c95db1176df	41760	3	1	47	50889475	44308290	6633	PDX models from Latin America_WES 	/lustre/scratch120/npg_repository/references/Homo_sapiens/GRCh38_full_analysis_set_plus_decoy_hla/all/bwa0_6/Homo_sapiens.GRCh38_full_analysis_set_plus_decoy_hla.fa	Agilent Pulldown	41760_3#47.cram	/seq/illumina/runs/41/41760/lane3/plex47/41760_3#47.cram	/seq/illumina/runs/41/41760/lane3/plex47/41760_3#47.substitution_metrics.txt	0.74
