sample_a	sample_b	n	exact	compat	combn
PD53333a	PD53343a	95	0.3895	0.4947	0.8842
PD53333a	PD53343b	92	0.3913	0.5109	0.9022
PD53333a	PD53343c	91	0.3846	0.4945	0.8791
PD53333a	PD53343d	95	0.3895	0.4947	0.8842
PD53333a	PD53343e	95	0.3895	0.4947	0.8842
PD53333a	PD53343f	95	0.3895	0.4947	0.8842
PD53333a	PD53343g	93	0.3978	0.4946	0.8925
PD53333a	PD53343h	94	0.3936	0.5106	0.9043
PD53333a	PD53343i	93	0.3871	0.5161	0.9032
PD53333a	PD53343j	93	0.3871	0.5054	0.8925
PD53333a	PD53343k	83	0.3855	0.4699	0.8554
PD53333a	PD53344a	94	0.2872	0.5319	0.8191
PD53333a	PD53344c	94	0.2872	0.5319	0.8191
PD53333a	PD53344d	93	0.2903	0.5269	0.8172
PD53333a	PD53344e	93	0.2903	0.5161	0.8065
PD53333a	PD53344f	90	0.3000	0.5444	0.8444
PD53333a	PD53344l	94	0.2872	0.5000	0.7872
PD53333a	PD53345a	92	0.3370	0.5652	0.9022
PD53333a	PD53345b	95	0.3368	0.5684	0.9053
PD53333a	PD53346a	94	0.4468	0.4149	0.8617
PD53333a	PD53346b	95	0.4421	0.4211	0.8632
PD53333a	PD53347a	94	0.4043	0.4787	0.8830
PD53333a	PD53347b	95	0.4632	0.4421	0.9053
PD53333a	PD53347c	88	0.4545	0.4432	0.8977
PD53333a	PD53348a	92	0.3696	0.5326	0.9022
PD53333a	PD53348b	95	0.3789	0.5263	0.9053
PD53333a	PD53349a	92	0.3804	0.5000	0.8804
PD53333a	PD53349b	94	0.3830	0.5213	0.9043
PD53333a	PD53349c	95	0.3895	0.4947	0.8842
PD53333a	PD53349d	90	0.3667	0.5333	0.9000
PD53333a	PD53349e	92	0.3696	0.5326	0.9022
PD53333a	PD53349f	92	0.4022	0.4783	0.8804
PD53333a	PD53350a	93	0.3871	0.4946	0.8817
PD53333a	PD53350b	95	0.3474	0.5474	0.8947
PD53333a	PD53350c	94	0.3936	0.4894	0.8830
PD53333a	PD53350d	93	0.3548	0.5376	0.8925
PD53333a	PD53350e	94	0.3511	0.5426	0.8936
PD53333a	PD53350f	88	0.3750	0.5000	0.8750
PD53333a	PD53351a	92	0.4130	0.4783	0.8913
PD53333a	PD53351b	95	0.4316	0.4632	0.8947
PD53333a	PD53352a	95	0.4105	0.4211	0.8316
PD53333a	PD53352b	95	0.4211	0.4316	0.8526
PD53333a	PD53352c	95	0.4105	0.4211	0.8316
PD53333a	PD53352d	88	0.3977	0.4432	0.8409
PD53333a	PD53352e	93	0.4086	0.4194	0.8280
PD53333a	PD53353a	95	0.3474	0.5789	0.9263
PD53333a	PD53353b	95	0.3474	0.5789	0.9263
PD53333a	PD53354a	95	0.3474	0.5895	0.9368
PD53333a	PD53354b	95	0.3474	0.5895	0.9368
PD53333a	PD53355a	93	0.4194	0.4516	0.8710
PD53333a	PD53355b	95	0.4211	0.4632	0.8842
PD53333a	PD53355c	89	0.4270	0.4494	0.8764
PD53333a	PD53356a	93	0.3548	0.5376	0.8925
PD53333a	PD53356c	94	0.3617	0.5851	0.9468
PD53333a	PD53357a	94	0.3511	0.5213	0.8723
PD53333a	PD53357b	95	0.3579	0.5158	0.8737
PD53333a	PD53357c	92	0.3478	0.5217	0.8696
PD53333a	PD53357d	93	0.3441	0.5269	0.8710
PD53333a	PD53357e	89	0.3483	0.5169	0.8652
PD53333a	PD53358a	89	0.4157	0.4045	0.8202
PD53333a	PD53358b	95	0.4316	0.4105	0.8421
PD53333a	PD53359a	94	0.5000	0.3830	0.8830
PD53333a	PD53359b	95	0.5263	0.3789	0.9053
PD53333a	PD53359c	89	0.5056	0.3820	0.8876
PD53333a	PD53360a	95	0.3895	0.5053	0.8947
PD53333a	PD53361a	93	0.3333	0.5914	0.9247
PD53333a	PD53361b	94	0.3404	0.5851	0.9255
PD53333a	PD53362a	94	0.3830	0.4894	0.8723
PD53333a	PD53362b	95	0.3895	0.4842	0.8737
PD53333a	PD53363a	95	0.3684	0.5579	0.9263
PD53333a	PD53363b	95	0.3684	0.5579	0.9263
PD53333a	PD53364a	94	0.4149	0.4468	0.8617
PD53333a	PD53364b	95	0.4211	0.4526	0.8737
PD53333a	PD53364c	92	0.4239	0.4457	0.8696
PD53333a	PD53365a	90	0.3222	0.5444	0.8667
PD53333a	PD53365b	93	0.3656	0.5376	0.9032
PD53333a	PD53366a	95	0.4526	0.4526	0.9053
PD53333a	PD53366b	95	0.4526	0.4526	0.9053
PD53333a	PD53367a	94	0.4255	0.5000	0.9255
PD53333a	PD53367b	95	0.4316	0.4947	0.9263
PD53333a	PD53368a	89	0.4157	0.4831	0.8989
PD53333a	PD53368b	95	0.4000	0.5053	0.9053
PD53333a	PD53369a	93	0.3763	0.4946	0.8710
PD53333a	PD53369b	95	0.3684	0.5053	0.8737
PD53333a	PD70589a	90	0.3667	0.4889	0.8556
PD53333a	PD70963a	93	0.3333	0.5484	0.8817
PD53333a	PD70963b	92	0.3152	0.5761	0.8913
PD53333a	PD70964a	87	0.4713	0.3908	0.8621
PD53333a	PD70964b	90	0.4333	0.4333	0.8667
PD53333a	PD70964c	92	0.4565	0.4130	0.8696
PD53333a	PD70965a	90	0.3778	0.5111	0.8889
PD53333a	PD70965b	94	0.3936	0.5000	0.8936
PD53333a	PD70966a	94	0.3617	0.5000	0.8617
PD53333a	PD70966c	89	0.3820	0.4719	0.8539
PD53333a	PD70967a	89	0.3483	0.5281	0.8764
PD53333a	PD70967b	95	0.3579	0.5158	0.8737
PD53333a	PD70968a	94	0.3830	0.4894	0.8723
PD53333a	PD70968b	94	0.3723	0.5106	0.8830
PD53333a	PD70968c	95	0.3789	0.4947	0.8737
PD53333a	PD70969a	91	0.4286	0.4615	0.8901
PD53333a	PD70969b	95	0.4421	0.4421	0.8842
PD53333a	PD70970a	92	0.3370	0.5652	0.9022
PD53333a	PD70970b	95	0.3579	0.5474	0.9053
PD53333a	PD70971a	89	0.4157	0.4719	0.8876
PD53333a	PD70971b	93	0.4839	0.4409	0.9247
PD53333a	PD70971c	93	0.4194	0.4624	0.8817
PD53333a	PD70972a	94	0.5213	0.3723	0.8936
PD53333a	PD70972b	89	0.5169	0.3820	0.8989
PD53333a	PD70972c	90	0.5333	0.3556	0.8889
PD53333a	PD70973a	94	0.5000	0.3936	0.8936
PD53333a	PD70973b	92	0.4891	0.4022	0.8913
PD53333a	PD70974a	92	0.3261	0.5326	0.8587
PD53333a	PD70974b	94	0.3404	0.5213	0.8617
PD53333a	PD70974c	95	0.3474	0.5158	0.8632
PD53333a	PD70975a	87	0.3678	0.5057	0.8736
PD53333a	PD70975b	94	0.3511	0.5319	0.8830
PD53333a	PD70975c	94	0.3404	0.4894	0.8298
PD53333a	PD70976a	94	0.4043	0.4574	0.8617
PD53333a	PD70976b	94	0.4043	0.4574	0.8617
PD53333a	PD70976c	93	0.3978	0.4624	0.8602
PD53333a	PD70978a	94	0.4574	0.4468	0.9043
PD53333a	PD70980a	93	0.3763	0.4946	0.8710
PD53333a	PD70980c	91	0.3736	0.5055	0.8791
PD53333a	PD70981a	92	0.3913	0.4674	0.8587
PD53333a	PD70982a	94	0.3830	0.5000	0.8830
PD53333a	PD70982c	95	0.3895	0.4737	0.8632
PD53333a	PD70983a	94	0.2766	0.5000	0.7766
PD53333a	PD70984a	93	0.3978	0.4839	0.8817
PD53333a	PD70985a	91	0.3626	0.5165	0.8791
PD53333a	PD70985c	90	0.3556	0.5222	0.8778
PD53333a	PD70986a	89	0.3034	0.5169	0.8202
PD53333a	PD70986c	94	0.2766	0.5319	0.8085
PD53333a	PD70986d	94	0.2766	0.5319	0.8085
PD53333a	PD70987a	94	0.3617	0.5000	0.8617
PD53333b	PD53333c	94	0.9681	0.0319	1.0000
PD53333b	PD53333d	93	0.9677	0.0323	1.0000
PD53333b	PD53333e	93	0.9677	0.0323	1.0000
PD53333b	PD53333f	93	0.9892	0.0108	1.0000
PD53333b	PD53334a	94	0.4681	0.4255	0.8936
PD53333b	PD53334b	94	0.4681	0.4255	0.8936
PD53333b	PD53335a	93	0.3871	0.4946	0.8817
PD53333b	PD53335b	94	0.3830	0.4894	0.8723
PD53333b	PD53335c	92	0.3913	0.4891	0.8804
PD53333b	PD53335d	94	0.3723	0.5106	0.8830
PD53333b	PD53335e	84	0.3571	0.5476	0.9048
PD53333b	PD53336a	94	0.3936	0.4681	0.8617
PD53333b	PD53336c	93	0.3656	0.4946	0.8602
PD53333b	PD53336d	93	0.3656	0.4946	0.8602
PD53333b	PD53336e	93	0.3656	0.4946	0.8602
PD53333b	PD53336f	92	0.4348	0.4348	0.8696
PD53333b	PD53336l	92	0.3696	0.4891	0.8587
PD53333b	PD53337a	94	0.3511	0.5532	0.9043
PD53333b	PD53337b	94	0.3511	0.5532	0.9043
PD53333b	PD53337c	94	0.3511	0.5532	0.9043
PD53333b	PD53338a	94	0.4362	0.4894	0.9255
PD53333b	PD53338b	94	0.4468	0.4787	0.9255
PD53333b	PD53339a	94	0.4468	0.4894	0.9362
PD53333b	PD53339b	94	0.4468	0.4894	0.9362
PD53333b	PD53340a	94	0.4681	0.4362	0.9043
PD53333b	PD53341a	92	0.4348	0.4783	0.9130
PD53333b	PD53341b	92	0.4348	0.4783	0.9130
PD53333b	PD53342a	94	0.3404	0.5957	0.9362
PD53333b	PD53342b	94	0.3404	0.5957	0.9362
PD53333b	PD53343a	94	0.4043	0.4787	0.8830
PD53333b	PD53343b	91	0.4066	0.4945	0.9011
PD53333b	PD53343c	90	0.4000	0.4778	0.8778
PD53333b	PD53343d	94	0.4043	0.4787	0.8830
PD53333b	PD53343e	94	0.4043	0.4787	0.8830
PD53333b	PD53343f	94	0.4043	0.4787	0.8830
PD53333b	PD53343g	92	0.4130	0.4783	0.8913
PD53333b	PD53343h	93	0.4086	0.4946	0.9032
PD53333b	PD53343i	92	0.4022	0.5000	0.9022
PD53333b	PD53343j	92	0.4022	0.4891	0.8913
PD53333b	PD53343k	82	0.3902	0.4756	0.8659
PD53333b	PD53344a	93	0.2581	0.5699	0.8280
PD53333b	PD53344c	93	0.2581	0.5699	0.8280
PD53333b	PD53344d	92	0.2609	0.5652	0.8261
PD53333b	PD53344e	92	0.2609	0.5543	0.8152
PD53333b	PD53344f	89	0.2921	0.5618	0.8539
PD53333b	PD53344l	93	0.2581	0.5376	0.7957
PD53333b	PD53345a	91	0.3516	0.5714	0.9231
PD53333b	PD53345b	94	0.3511	0.5745	0.9255
PD53333b	PD53346a	93	0.4409	0.4409	0.8817
PD53333b	PD53346b	94	0.4468	0.4362	0.8830
PD53333b	PD53347a	93	0.4086	0.4731	0.8817
PD53333b	PD53347b	94	0.4574	0.4468	0.9043
PD53333b	PD53347c	87	0.4483	0.4483	0.8966
PD53333b	PD53348a	91	0.3956	0.5055	0.9011
PD53333b	PD53348b	94	0.4043	0.5000	0.9043
PD53333b	PD53349a	91	0.3736	0.5055	0.8791
PD53333b	PD53349b	93	0.3978	0.5054	0.9032
PD53333b	PD53349c	94	0.3830	0.5000	0.8830
PD53333b	PD53349d	89	0.3596	0.5393	0.8989
PD53333b	PD53349e	92	0.3696	0.5326	0.9022
PD53333b	PD53349f	91	0.3956	0.4835	0.8791
PD53333b	PD53350a	93	0.3763	0.5054	0.8817
PD53333b	PD53350b	94	0.3404	0.5532	0.8936
PD53333b	PD53350c	93	0.3763	0.5054	0.8817
PD53333b	PD53350d	93	0.3441	0.5484	0.8925
PD53333b	PD53350e	93	0.3441	0.5484	0.8925
PD53333b	PD53350f	87	0.3678	0.5057	0.8736
PD53333b	PD53351a	91	0.4066	0.4835	0.8901
PD53333b	PD53351b	94	0.4255	0.4681	0.8936
PD53333b	PD53352a	94	0.3830	0.4574	0.8404
PD53333b	PD53352b	94	0.4149	0.4468	0.8617
PD53333b	PD53352c	94	0.3830	0.4574	0.8404
PD53333b	PD53352d	87	0.3793	0.4713	0.8506
PD53333b	PD53352e	92	0.3804	0.4565	0.8370
PD53333b	PD53353a	94	0.3617	0.5638	0.9255
PD53333b	PD53353b	94	0.3617	0.5638	0.9255
PD53333b	PD53354a	94	0.3617	0.5745	0.9362
PD53333b	PD53354b	94	0.3617	0.5745	0.9362
PD53333b	PD53355a	92	0.4022	0.4891	0.8913
PD53333b	PD53355b	94	0.4043	0.5000	0.9043
PD53333b	PD53355c	88	0.4091	0.4886	0.8977
PD53333b	PD53356a	92	0.3478	0.5435	0.8913
PD53333b	PD53356c	93	0.3763	0.5699	0.9462
PD53333b	PD53357a	93	0.3226	0.5484	0.8710
PD53333b	PD53357b	94	0.3298	0.5426	0.8723
PD53333b	PD53357c	91	0.3187	0.5495	0.8681
PD53333b	PD53357d	92	0.3152	0.5543	0.8696
PD53333b	PD53357e	89	0.3258	0.5393	0.8652
PD53333b	PD53358a	88	0.4205	0.4205	0.8409
PD53333b	PD53358b	94	0.4362	0.4255	0.8617
PD53333b	PD53359a	93	0.4731	0.4194	0.8925
PD53333b	PD53359b	94	0.5426	0.3617	0.9043
PD53333b	PD53359c	88	0.4773	0.4205	0.8977
PD53333b	PD53360a	94	0.3936	0.5106	0.9043
PD53333b	PD53361a	92	0.3696	0.5543	0.9239
PD53333b	PD53361b	93	0.3763	0.5484	0.9247
PD53333b	PD53362a	93	0.3978	0.4839	0.8817
PD53333b	PD53362b	94	0.4043	0.4787	0.8830
PD53333b	PD53363a	94	0.3830	0.5532	0.9362
PD53333b	PD53363b	94	0.3830	0.5532	0.9362
PD53333b	PD53364a	93	0.3978	0.4839	0.8817
PD53333b	PD53364b	94	0.4255	0.4681	0.8936
PD53333b	PD53364c	91	0.4176	0.4725	0.8901
PD53333b	PD53365a	90	0.3556	0.5111	0.8667
PD53333b	PD53365b	92	0.3696	0.5326	0.9022
PD53333b	PD53366a	94	0.4362	0.4894	0.9255
PD53333b	PD53366b	94	0.4362	0.4894	0.9255
PD53333b	PD53367a	93	0.4409	0.4839	0.9247
PD53333b	PD53367b	94	0.4468	0.4787	0.9255
PD53333b	PD53368a	88	0.4432	0.4659	0.9091
PD53333b	PD53368b	94	0.4362	0.4787	0.9149
PD53333b	PD53369a	92	0.3913	0.4891	0.8804
PD53333b	PD53369b	94	0.3830	0.5000	0.8830
PD53333b	PD70589a	89	0.3483	0.5281	0.8764
PD53333b	PD70963a	92	0.3478	0.5326	0.8804
PD53333b	PD70963b	91	0.3187	0.5714	0.8901
PD53333b	PD70964a	86	0.4767	0.3837	0.8605
PD53333b	PD70964b	89	0.4382	0.4270	0.8652
PD53333b	PD70964c	91	0.4615	0.4066	0.8681
PD53333b	PD70965a	89	0.3708	0.5169	0.8876
PD53333b	PD70965b	93	0.3871	0.5054	0.8925
PD53333b	PD70966a	93	0.3441	0.5376	0.8817
PD53333b	PD70966c	88	0.3636	0.5114	0.8750
PD53333b	PD70967a	88	0.3636	0.5114	0.8750
PD53333b	PD70967b	94	0.3723	0.5000	0.8723
PD53333b	PD70968a	93	0.3763	0.5054	0.8817
PD53333b	PD70968b	93	0.3871	0.5054	0.8925
PD53333b	PD70968c	94	0.3723	0.5106	0.8830
PD53333b	PD70969a	90	0.4444	0.4444	0.8889
PD53333b	PD70969b	94	0.4574	0.4255	0.8830
PD53333b	PD70970a	91	0.3626	0.5495	0.9121
PD53333b	PD70970b	94	0.3830	0.5319	0.9149
PD53333b	PD70971a	88	0.3864	0.5114	0.8977
PD53333b	PD70971b	92	0.4565	0.4783	0.9348
PD53333b	PD70971c	92	0.3913	0.5000	0.8913
PD53333b	PD70972a	94	0.5319	0.3617	0.8936
PD53333b	PD70972b	89	0.5281	0.3708	0.8989
PD53333b	PD70972c	89	0.5506	0.3371	0.8876
PD53333b	PD70973a	93	0.4946	0.4086	0.9032
PD53333b	PD70973b	91	0.4835	0.4176	0.9011
PD53333b	PD70974a	91	0.3516	0.5275	0.8791
PD53333b	PD70974b	93	0.3656	0.5161	0.8817
PD53333b	PD70974c	94	0.3723	0.5106	0.8830
PD53333b	PD70975a	87	0.3563	0.5172	0.8736
PD53333b	PD70975b	93	0.3441	0.5376	0.8817
PD53333b	PD70975c	93	0.3226	0.5269	0.8495
PD53333b	PD70976a	93	0.4086	0.4731	0.8817
PD53333b	PD70976b	93	0.4086	0.4731	0.8817
PD53333b	PD70976c	92	0.4022	0.4783	0.8804
PD53333b	PD70978a	93	0.4624	0.4409	0.9032
PD53333b	PD70980a	92	0.3913	0.4891	0.8804
PD53333b	PD70980c	90	0.3889	0.5000	0.8889
PD53333b	PD70981a	91	0.3846	0.4835	0.8681
PD53333b	PD70982a	93	0.3978	0.4839	0.8817
PD53333b	PD70982c	94	0.4043	0.4681	0.8723
PD53333b	PD70983a	93	0.2473	0.5376	0.7849
PD53333b	PD70984a	92	0.3913	0.4891	0.8804
PD53333b	PD70985a	90	0.3556	0.5222	0.8778
PD53333b	PD70985c	89	0.3483	0.5281	0.8764
PD53333b	PD70986a	88	0.2841	0.5455	0.8295
PD53333b	PD70986c	93	0.2581	0.5591	0.8172
PD53333b	PD70986d	93	0.2581	0.5591	0.8172
PD53333b	PD70987a	93	0.3333	0.5376	0.8710
PD53333c	PD53333d	93	1.0000	0.0000	1.0000
PD53333c	PD53333e	93	1.0000	0.0000	1.0000
PD53333c	PD53333f	93	0.9892	0.0108	1.0000
PD53333c	PD53334a	94	0.5000	0.3936	0.8936
PD53333c	PD53334b	94	0.5000	0.3936	0.8936
PD53333c	PD53335a	93	0.4086	0.4624	0.8710
PD53333c	PD53335b	94	0.3936	0.4787	0.8723
PD53333c	PD53335c	92	0.3913	0.4783	0.8696
PD53333c	PD53335d	94	0.3936	0.4787	0.8723
PD53333c	PD53335e	84	0.3810	0.5119	0.8929
PD53333c	PD53336a	94	0.4043	0.4574	0.8617
PD53333c	PD53336c	93	0.3763	0.4839	0.8602
PD53333c	PD53336d	93	0.3763	0.4839	0.8602
PD53333c	PD53336e	93	0.3763	0.4839	0.8602
PD53333c	PD53336f	92	0.4457	0.4239	0.8696
PD53333c	PD53336l	92	0.3804	0.4783	0.8587
PD53333c	PD53337a	94	0.3511	0.5426	0.8936
PD53333c	PD53337b	94	0.3511	0.5426	0.8936
PD53333c	PD53337c	94	0.3511	0.5426	0.8936
PD53333c	PD53338a	94	0.4468	0.4787	0.9255
PD53333c	PD53338b	94	0.4574	0.4681	0.9255
PD53333c	PD53339a	94	0.4574	0.4787	0.9362
PD53333c	PD53339b	94	0.4574	0.4787	0.9362
PD53333c	PD53340a	94	0.4787	0.4255	0.9043
PD53333c	PD53341a	92	0.4457	0.4674	0.9130
PD53333c	PD53341b	92	0.4457	0.4674	0.9130
PD53333c	PD53342a	94	0.3298	0.6064	0.9362
PD53333c	PD53342b	94	0.3298	0.6064	0.9362
PD53333c	PD53343a	94	0.3936	0.4894	0.8830
PD53333c	PD53343b	91	0.3956	0.5055	0.9011
PD53333c	PD53343c	90	0.3889	0.4889	0.8778
PD53333c	PD53343d	94	0.3936	0.4894	0.8830
PD53333c	PD53343e	94	0.3936	0.4894	0.8830
PD53333c	PD53343f	94	0.3936	0.4894	0.8830
PD53333c	PD53343g	92	0.4022	0.4891	0.8913
PD53333c	PD53343h	93	0.3978	0.5054	0.9032
PD53333c	PD53343i	92	0.3913	0.5109	0.9022
PD53333c	PD53343j	92	0.3913	0.5000	0.8913
PD53333c	PD53343k	82	0.3902	0.4756	0.8659
PD53333c	PD53344a	93	0.2903	0.5376	0.8280
PD53333c	PD53344c	93	0.2903	0.5376	0.8280
PD53333c	PD53344d	92	0.2935	0.5326	0.8261
PD53333c	PD53344e	92	0.2935	0.5217	0.8152
PD53333c	PD53344f	89	0.3034	0.5506	0.8539
PD53333c	PD53344l	93	0.2903	0.5054	0.7957
PD53333c	PD53345a	91	0.3407	0.5604	0.9011
PD53333c	PD53345b	94	0.3404	0.5638	0.9043
PD53333c	PD53346a	93	0.4516	0.4194	0.8710
PD53333c	PD53346b	94	0.4468	0.4255	0.8723
PD53333c	PD53347a	93	0.4086	0.4731	0.8817
PD53333c	PD53347b	94	0.4681	0.4362	0.9043
PD53333c	PD53347c	87	0.4598	0.4368	0.8966
PD53333c	PD53348a	91	0.3626	0.5385	0.9011
PD53333c	PD53348b	94	0.3723	0.5319	0.9043
PD53333c	PD53349a	91	0.3846	0.4945	0.8791
PD53333c	PD53349b	93	0.3871	0.5161	0.9032
PD53333c	PD53349c	94	0.3936	0.4894	0.8830
PD53333c	PD53349d	89	0.3708	0.5281	0.8989
PD53333c	PD53349e	92	0.3696	0.5326	0.9022
PD53333c	PD53349f	91	0.4066	0.4725	0.8791
PD53333c	PD53350a	93	0.3871	0.4946	0.8817
PD53333c	PD53350b	94	0.3511	0.5426	0.8936
PD53333c	PD53350c	93	0.3871	0.4946	0.8817
PD53333c	PD53350d	93	0.3548	0.5376	0.8925
PD53333c	PD53350e	93	0.3548	0.5376	0.8925
PD53333c	PD53350f	87	0.3793	0.4943	0.8736
PD53333c	PD53351a	91	0.4176	0.4725	0.8901
PD53333c	PD53351b	94	0.4362	0.4574	0.8936
PD53333c	PD53352a	94	0.4149	0.4255	0.8404
PD53333c	PD53352b	94	0.4255	0.4362	0.8617
PD53333c	PD53352c	94	0.4149	0.4255	0.8404
PD53333c	PD53352d	87	0.4023	0.4483	0.8506
PD53333c	PD53352e	92	0.4130	0.4239	0.8370
PD53333c	PD53353a	94	0.3511	0.5745	0.9255
PD53333c	PD53353b	94	0.3511	0.5745	0.9255
PD53333c	PD53354a	94	0.3511	0.5851	0.9362
PD53333c	PD53354b	94	0.3511	0.5851	0.9362
PD53333c	PD53355a	92	0.4239	0.4565	0.8804
PD53333c	PD53355b	94	0.4255	0.4681	0.8936
PD53333c	PD53355c	88	0.4318	0.4545	0.8864
PD53333c	PD53356a	92	0.3587	0.5326	0.8913
PD53333c	PD53356c	93	0.3656	0.5806	0.9462
PD53333c	PD53357a	93	0.3548	0.5161	0.8710
PD53333c	PD53357b	94	0.3617	0.5106	0.8723
PD53333c	PD53357c	91	0.3516	0.5165	0.8681
PD53333c	PD53357d	92	0.3478	0.5217	0.8696
PD53333c	PD53357e	89	0.3483	0.5169	0.8652
PD53333c	PD53358a	88	0.4205	0.4091	0.8295
PD53333c	PD53358b	94	0.4362	0.4149	0.8511
PD53333c	PD53359a	93	0.4946	0.3871	0.8817
PD53333c	PD53359b	94	0.5319	0.3723	0.9043
PD53333c	PD53359c	88	0.5000	0.3864	0.8864
PD53333c	PD53360a	94	0.3936	0.5000	0.8936
PD53333c	PD53361a	92	0.3370	0.5870	0.9239
PD53333c	PD53361b	93	0.3441	0.5806	0.9247
PD53333c	PD53362a	93	0.3871	0.4946	0.8817
PD53333c	PD53362b	94	0.3936	0.4894	0.8830
PD53333c	PD53363a	94	0.3723	0.5638	0.9362
PD53333c	PD53363b	94	0.3723	0.5638	0.9362
PD53333c	PD53364a	93	0.4194	0.4516	0.8710
PD53333c	PD53364b	94	0.4255	0.4574	0.8830
PD53333c	PD53364c	91	0.4286	0.4505	0.8791
PD53333c	PD53365a	90	0.3222	0.5444	0.8667
PD53333c	PD53365b	92	0.3587	0.5435	0.9022
PD53333c	PD53366a	94	0.4574	0.4574	0.9149
PD53333c	PD53366b	94	0.4574	0.4574	0.9149
PD53333c	PD53367a	93	0.4301	0.4946	0.9247
PD53333c	PD53367b	94	0.4362	0.4894	0.9255
PD53333c	PD53368a	88	0.4205	0.4886	0.9091
PD53333c	PD53368b	94	0.4043	0.5106	0.9149
PD53333c	PD53369a	92	0.3804	0.5000	0.8804
PD53333c	PD53369b	94	0.3723	0.5106	0.8830
PD53333c	PD70589a	89	0.3708	0.4944	0.8652
PD53333c	PD70963a	92	0.3370	0.5435	0.8804
PD53333c	PD70963b	91	0.3187	0.5714	0.8901
PD53333c	PD70964a	86	0.4651	0.3953	0.8605
PD53333c	PD70964b	89	0.4270	0.4382	0.8652
PD53333c	PD70964c	91	0.4505	0.4176	0.8681
PD53333c	PD70965a	89	0.3820	0.5056	0.8876
PD53333c	PD70965b	93	0.3978	0.4946	0.8925
PD53333c	PD70966a	93	0.3656	0.5054	0.8710
PD53333c	PD70966c	88	0.3864	0.4773	0.8636
PD53333c	PD70967a	88	0.3523	0.5227	0.8750
PD53333c	PD70967b	94	0.3617	0.5106	0.8723
PD53333c	PD70968a	93	0.3871	0.4946	0.8817
PD53333c	PD70968b	93	0.3763	0.5161	0.8925
PD53333c	PD70968c	94	0.3830	0.5000	0.8830
PD53333c	PD70969a	90	0.4333	0.4556	0.8889
PD53333c	PD70969b	94	0.4468	0.4362	0.8830
PD53333c	PD70970a	91	0.3407	0.5604	0.9011
PD53333c	PD70970b	94	0.3617	0.5426	0.9043
PD53333c	PD70971a	88	0.4091	0.4773	0.8864
PD53333c	PD70971b	92	0.4783	0.4457	0.9239
PD53333c	PD70971c	92	0.4130	0.4674	0.8804
PD53333c	PD70972a	94	0.5213	0.3723	0.8936
PD53333c	PD70972b	89	0.5169	0.3820	0.8989
PD53333c	PD70972c	89	0.5393	0.3483	0.8876
PD53333c	PD70973a	93	0.5054	0.3978	0.9032
PD53333c	PD70973b	91	0.4945	0.4066	0.9011
PD53333c	PD70974a	91	0.3297	0.5385	0.8681
PD53333c	PD70974b	93	0.3441	0.5269	0.8710
PD53333c	PD70974c	94	0.3511	0.5213	0.8723
PD53333c	PD70975a	87	0.3678	0.5057	0.8736
PD53333c	PD70975b	93	0.3548	0.5269	0.8817
PD53333c	PD70975c	93	0.3441	0.4946	0.8387
PD53333c	PD70976a	93	0.4086	0.4624	0.8710
PD53333c	PD70976b	93	0.4086	0.4624	0.8710
PD53333c	PD70976c	92	0.4022	0.4674	0.8696
PD53333c	PD70978a	93	0.4516	0.4516	0.9032
PD53333c	PD70980a	92	0.3804	0.5000	0.8804
PD53333c	PD70980c	90	0.3778	0.5111	0.8889
PD53333c	PD70981a	91	0.3956	0.4725	0.8681
PD53333c	PD70982a	93	0.3871	0.4946	0.8817
PD53333c	PD70982c	94	0.3936	0.4787	0.8723
PD53333c	PD70983a	93	0.2796	0.5054	0.7849
PD53333c	PD70984a	92	0.4022	0.4783	0.8804
PD53333c	PD70985a	90	0.3667	0.5111	0.8778
PD53333c	PD70985c	89	0.3596	0.5169	0.8764
PD53333c	PD70986a	88	0.3068	0.5114	0.8182
PD53333c	PD70986c	93	0.2796	0.5269	0.8065
PD53333c	PD70986d	93	0.2796	0.5269	0.8065
PD53333c	PD70987a	93	0.3656	0.5054	0.8710
PD53333d	PD53333e	93	1.0000	0.0000	1.0000
PD53333d	PD53333f	92	0.9891	0.0109	1.0000
PD53333d	PD53334a	94	0.4894	0.4043	0.8936
PD53333d	PD53334b	94	0.4894	0.4043	0.8936
PD53333d	PD53335a	93	0.4086	0.4516	0.8602
PD53333d	PD53335b	94	0.3830	0.4894	0.8723
PD53333d	PD53335c	92	0.3913	0.4674	0.8587
PD53333d	PD53335d	94	0.3936	0.4681	0.8617
PD53333d	PD53335e	84	0.3810	0.5000	0.8810
PD53333d	PD53336a	94	0.3936	0.4574	0.8511
PD53333d	PD53336c	94	0.3723	0.4787	0.8511
PD53333d	PD53336d	94	0.3723	0.4787	0.8511
PD53333d	PD53336e	94	0.3723	0.4787	0.8511
PD53333d	PD53336f	92	0.4348	0.4239	0.8587
PD53333d	PD53336l	92	0.3696	0.4783	0.8478
PD53333d	PD53337a	94	0.3511	0.5319	0.8830
PD53333d	PD53337b	94	0.3511	0.5319	0.8830
PD53333d	PD53337c	94	0.3511	0.5319	0.8830
PD53333d	PD53338a	93	0.4409	0.4839	0.9247
PD53333d	PD53338b	94	0.4468	0.4787	0.9255
PD53333d	PD53339a	94	0.4681	0.4681	0.9362
PD53333d	PD53339b	94	0.4681	0.4681	0.9362
PD53333d	PD53340a	94	0.4787	0.4149	0.8936
